equipment_id,equipment_type,age_years
EQ_0164,Dump Truck,5.619189219397068
EQ_0165,Dump Truck,9.387898735713545
EQ_0166,Dump Truck,7.547043878701316
EQ_0167,Dump Truck,12.847347617824834
EQ_0168,Bulldozer,9.880404474284175
EQ_0169,Bulldozer,2.4440164062214453
EQ_0170,Crane,1.0585312110064478
EQ_0171,Dump Truck,9.636289173094735
EQ_0172,Bulldozer,0.3976696581243272
EQ_0173,Crane,8.78663371910195
EQ_0174,Dump Truck,14.103453621374364
EQ_0175,Excavator,8.632112668138184
EQ_0176,Crane,5.822548893097829
EQ_0177,Bulldozer,9.649323276635297
EQ_0178,Excavator,6.873793357372749
EQ_0179,Excavator,8.184251839739025
EQ_0180,Excavator,14.121972131647878
EQ_0181,Crane,5.791539567011614
EQ_0182,Bulldozer,14.417858457358713
EQ_0183,Excavator,13.580259629340956
EQ_0184,Dump Truck,2.9368670218394466
EQ_0185,Excavator,1.0404195131274818
EQ_0186,Excavator,1.5116700206613998
EQ_0187,Crane,0.2733273847732459
EQ_0188,Crane,1.4166444113389258
EQ_0189,Bulldozer,10.245101601245352
EQ_0190,Dump Truck,1.067829726903435
EQ_0191,Crane,4.78463445440642
EQ_0192,Excavator,12.673129664541818
EQ_0193,Bulldozer,0.349079036037388
EQ_0194,Excavator,12.217027238834037
EQ_0195,Excavator,4.227821621600999
EQ_0196,Crane,1.7724724143248438
EQ_0197,Bulldozer,10.451057480462259
EQ_0198,Dump Truck,9.43414270169826
EQ_0199,Dump Truck,13.162080202905795
EQ_0200,Crane,11.026065657058286
EQ_0201,Crane,12.052213955772729
EQ_0202,Bulldozer,4.2305185885695975
EQ_0203,Dump Truck,2.6615931566958424
EQ_0204,Dump Truck,11.259221274612875
EQ_0205,Dump Truck,12.10252108900896
EQ_0206,Excavator,14.8575771300101
EQ_0207,Dump Truck,6.189265153671397
EQ_0208,Excavator,5.5802712868917475
EQ_0209,Bulldozer,11.646194411129953
EQ_0210,Excavator,5.112053103795268
EQ_0211,Bulldozer,13.96135988405347
EQ_0212,Dump Truck,12.876191277645177
EQ_0213,Dump Truck,6.4349104106252755
EQ_0214,Bulldozer,11.263066016872461
EQ_0215,Crane,11.318143111270235
EQ_0216,Bulldozer,1.5468580325389891
EQ_0217,Crane,13.5382936001935
EQ_0218,Excavator,7.578785586717857
EQ_0219,Excavator,12.396861991616124
EQ_0220,Excavator,4.800744015459176
EQ_0221,Dump Truck,13.432848427443007
EQ_0222,Excavator,5.838025181012447
EQ_0223,Crane,0.1625647722044754
EQ_0224,Excavator,13.580729646288955
EQ_0225,Bulldozer,1.3693001517920034
EQ_0226,Bulldozer,4.789704563856223
EQ_0227,Dump Truck,14.250929505762073
EQ_0228,Bulldozer,14.25910720406334
EQ_0229,Crane,8.601568321849292
EQ_0230,Excavator,9.47755818254699
EQ_0231,Dump Truck,6.726682829674797
EQ_0232,Excavator,4.398161575470968
EQ_0233,Excavator,4.929968180548739
EQ_0234,Crane,10.087776841155577
EQ_0235,Bulldozer,11.2856179415652
EQ_0236,Bulldozer,11.873685655887728
EQ_0237,Excavator,11.844272141918308
EQ_0238,Dump Truck,1.3680915457303555
EQ_0239,Bulldozer,7.416304570538722
EQ_0240,Dump Truck,0.8633814002496643
EQ_0241,Bulldozer,8.242933234856032
EQ_0242,Dump Truck,6.6229575206006555
EQ_0243,Crane,13.315562741374496
EQ_0244,Dump Truck,5.26372518828118
EQ_0245,Crane,1.7560052464140878
EQ_0246,Crane,2.144875230792538
EQ_0247,Dump Truck,11.422659475762083
EQ_0248,Crane,9.273270949743916
EQ_0249,Excavator,1.5168401418418536
EQ_0250,Crane,1.2616020917249615
EQ_0251,Bulldozer,10.5145369718868
EQ_0252,Dump Truck,1.091445095462903
EQ_0253,Excavator,12.327900889355343
EQ_0254,Dump Truck,10.593633407347443
EQ_0255,Bulldozer,1.2202317096284965
EQ_0256,Bulldozer,1.2725657112778788
EQ_0257,Bulldozer,14.799593677517631
EQ_0258,Crane,5.6140619363418045
EQ_0259,Crane,5.559632206003363
EQ_0260,Dump Truck,12.191993508862538
EQ_0261,Dump Truck,14.208728660757881
EQ_0262,Excavator,14.790015957343064
EQ_0263,Excavator,11.300672778884124
EQ_0264,Dump Truck,5.643893782963737
EQ_0265,Crane,1.2525107504800315
EQ_0266,Bulldozer,11.657203738911551
EQ_0267,Dump Truck,8.376063746037076
EQ_0268,Excavator,6.363330138704645
EQ_0269,Crane,13.595315776421039
EQ_0270,Dump Truck,1.6679622345922702
EQ_0271,Dump Truck,7.3893765643628875
EQ_0272,Crane,0.17030467151128603
EQ_0273,Dump Truck,7.029909629911894
EQ_0274,Crane,0.8445491352275603
EQ_0275,Bulldozer,1.7822687440210787
EQ_0276,Crane,1.7628937016565733
EQ_0277,Crane,9.738154531740953
EQ_0278,Crane,11.19067318898135
EQ_0279,Dump Truck,8.750531476457395
EQ_0280,Dump Truck,14.43258822711813
EQ_0281,Crane,5.623058692855561
EQ_0282,Dump Truck,4.285681294227911
EQ_0283,Excavator,13.028986922841904
EQ_0284,Excavator,3.3539375777917897
EQ_0285,Dump Truck,14.44833809160917
EQ_0286,Dump Truck,0.18231712034724512
EQ_0287,Crane,14.548182400614586
EQ_0288,Bulldozer,0.6473986792586417
EQ_0289,Dump Truck,13.367146705471066
EQ_0290,Excavator,7.915516636294498
EQ_0291,Crane,14.894471941789504
EQ_0292,Dump Truck,1.106948471030983
EQ_0293,Excavator,8.307814266019811
EQ_0294,Excavator,14.539538034286485
EQ_0295,Bulldozer,7.846467662552232
EQ_0296,Crane,9.440979572028938
EQ_0297,Crane,10.436230334769258
EQ_0298,Bulldozer,6.818115971516598
EQ_0299,Bulldozer,9.41337120126095
