maintenance_id,equipment_id,date,downtime_hours,cost,hours_at_maint
M_00069,EQ_0016,2024-01-24,44.44062847486718,9742.385999041882,797.7876019253919
M_00070,EQ_0025,2024-01-24,63.92009964512826,1420.7677582358065,1099.085011994107
M_00071,EQ_0039,2024-01-24,61.17809974319718,1400.5073212624281,658.5997939347417
M_00072,EQ_0065,2024-01-24,14.2356055858671,5321.808045932512,553.532388465595
M_00073,EQ_0112,2024-01-24,16.073881588789575,8997.678061182876,1038.9817056633224
M_00074,EQ_0150,2024-01-24,20.61534931257951,6107.656461485366,860.8587821855693
M_00075,EQ_0235,2024-01-24,29.345853106103707,1947.2162978419483,1107.7685442588981
M_00076,EQ_0281,2024-01-24,37.83740790037169,6140.074555060939,1125.009585814235
M_00077,EQ_0290,2024-01-24,23.298034248787395,5291.387601936739,649.8297406242203
M_00078,EQ_0003,2024-01-25,52.688314516477575,9197.204193663656,985.3805529349368
M_00079,EQ_0013,2024-01-25,59.526600704928256,5820.79185335015,1025.5217210889382
M_00080,EQ_0132,2024-01-25,62.67674538571943,9183.349301700284,736.50547063469
M_00081,EQ_0149,2024-01-25,56.62066551252787,3026.0533142702097,975.3844496617517
M_00082,EQ_0155,2024-01-25,68.53878579072722,5507.816149301144,963.4115493015623
M_00083,EQ_0163,2024-01-25,20.60843138798801,3736.2549942956953,1119.666282857768
M_00084,EQ_0019,2024-01-26,68.58809081817827,9287.001542503363,706.6607859153302
M_00085,EQ_0072,2024-01-26,14.933866999067568,6654.234865698248,724.183612514727
M_00086,EQ_0126,2024-01-26,49.2917290415063,4729.538172006921,898.8856419065689
M_00087,EQ_0197,2024-01-26,56.46984016423539,3287.987108273247,1141.0689826800447
M_00088,EQ_0122,2024-01-27,29.858203742280473,9491.295178550026,765.0301133349882
M_00089,EQ_0127,2024-01-27,63.215650546268435,5666.90620749393,752.7398004537658
M_00090,EQ_0148,2024-01-27,66.37462840340379,6637.347477171077,687.5775317628236
M_00091,EQ_0027,2024-01-28,52.735978199682165,2307.561693680374,889.2783266690017
M_00092,EQ_0208,2024-01-28,18.87320493653396,1002.3512764865279,647.0800963860752
M_00093,EQ_0202,2024-01-29,67.62935901397239,6814.829546449768,686.6120781009228
M_00094,EQ_0240,2024-01-29,65.76394306755768,6832.918063415824,1046.4346438867183
M_00095,EQ_0059,2024-01-30,12.915466119331139,5700.55204321709,702.7671039448766
M_00096,EQ_0181,2024-01-30,39.07602193744593,9749.742434598013,671.5322072273576
M_00097,EQ_0232,2024-01-30,39.94577279561211,8635.878968768382,876.9729131088463
M_00098,EQ_0267,2024-01-30,68.34391723093759,5722.4321405182745,672.1725097828239
M_00099,EQ_0271,2024-01-30,42.46453699474768,6266.229242244229,874.3236991366674
M_00100,EQ_0048,2024-01-31,32.08205310398343,8317.69275819218,841.2083118142817
M_00101,EQ_0061,2024-01-31,44.36744507034919,7835.213902232561,1068.324098294259
M_00102,EQ_0073,2024-01-31,49.63323167081824,3774.8673867480734,587.3252767069498
M_00103,EQ_0182,2024-01-31,35.01696403244831,6214.78268662913,718.6497247190547
M_00104,EQ_0063,2024-02-01,58.2075470965451,3386.446160497033,746.6053981490511
M_00105,EQ_0075,2024-02-01,36.07866762890739,8648.350513230364,622.515405178421
M_00106,EQ_0243,2024-02-01,69.64725433543717,4663.480332215731,744.0138316692027
M_00107,EQ_0104,2024-02-02,27.758706705318772,4834.006814486207,713.9816082322413
M_00108,EQ_0108,2024-02-02,61.10849543830436,3634.481360659649,938.9013621906374
M_00109,EQ_0156,2024-02-02,42.11674626473333,1863.4060106385457,963.0607575999994
M_00110,EQ_0206,2024-02-02,61.342671990994205,1579.405355848187,822.4134283503553
M_00111,EQ_0002,2024-02-03,21.390032084750022,3605.3741508789294,723.6036708336574
M_00112,EQ_0204,2024-02-03,18.675593578403678,3888.4960604144617,657.2316811495156
M_00113,EQ_0128,2024-02-04,54.75960010204334,7844.077397131563,652.2592262600076
M_00114,EQ_0279,2024-02-04,20.845248582218133,8250.962457478576,1002.1378936317061
M_00115,EQ_0167,2024-02-05,65.365870687084,2768.0018085352176,674.2697535724678
M_00116,EQ_0257,2024-02-05,52.78999542598311,4139.501222763032,929.6684213038287
M_00117,EQ_0292,2024-02-05,41.85764210941302,5112.898968033696,982.8052551895818
M_00118,EQ_0160,2024-02-06,60.058931024474035,2127.59899967289,1271.7085969688087
M_00119,EQ_0168,2024-02-06,23.564132062787944,1720.7732261913527,817.4740758568659
M_00120,EQ_0262,2024-02-06,56.921402571342114,8767.882632297717,753.389886054973
M_00121,EQ_0100,2024-02-07,26.40440032852228,8043.376969505996,628.6561559863062
M_00122,EQ_0144,2024-02-08,32.96140056571568,3834.6119438554497,1244.2660522639428
M_00123,EQ_0153,2024-02-08,28.700634673205542,3694.219412550827,754.8433308640515
M_00124,EQ_0295,2024-02-08,44.625649249907696,1945.478016460858,492.81299240902445
M_00125,EQ_0008,2024-02-09,18.458832948236573,1631.7334403464647,813.2832370312983
M_00126,EQ_0011,2024-02-09,32.45633167030371,2217.5669251616127,763.6656491972554
M_00127,EQ_0057,2024-02-09,52.95774785088642,5988.3579332826575,670.5849951940369
M_00128,EQ_0169,2024-02-09,52.910701069355866,5527.934918984302,1014.5775829795012
M_00129,EQ_0005,2024-02-10,60.35560885566682,1069.7427753854067,674.4894739656994
M_00130,EQ_0035,2024-02-10,59.50712721643202,2613.8443524138,751.312492718042
M_00131,EQ_0047,2024-02-10,40.0912040287821,6071.562830622751,921.269258065544
M_00132,EQ_0052,2024-02-10,61.411616097087716,4028.7005000408103,699.9070254316979
M_00133,EQ_0054,2024-02-10,67.47712346648568,3019.447386437347,669.5138727297235
M_00134,EQ_0103,2024-02-10,64.4089241400687,7885.328065475881,828.575808387162
M_00135,EQ_0261,2024-02-10,42.31069295387988,2990.2820130155155,1022.1513962424849
M_00136,EQ_0105,2024-02-11,69.8407362104853,5244.54992918532,670.002603047603
M_00137,EQ_0286,2024-02-11,26.738163798615545,8639.290116402102,1302.60417708051
M_00138,EQ_0293,2024-02-11,26.631469443573028,3409.870608463227,738.662038757829
M_00139,EQ_0020,2024-02-12,71.17029893125125,3233.855305728994,886.2738156703496
M_00140,EQ_0049,2024-02-12,16.36914101099288,7073.542131503682,1033.8175233728455
M_00141,EQ_0244,2024-02-12,51.928002760265784,5694.73932254582,1244.8349621740326
M_00142,EQ_0015,2024-02-13,67.16269063707321,4121.394063904381,775.2915434481597
M_00143,EQ_0038,2024-02-13,12.392499146117295,6826.176993082928,972.772203016634
M_00144,EQ_0087,2024-02-13,22.18701366947751,9372.074480567566,1297.0359034081516
M_00145,EQ_0101,2024-02-13,33.96453225767775,1079.0408056297642,849.5371468315142
M_00146,EQ_0120,2024-02-13,60.18460886598638,8921.82531727356,839.1599147677972
M_00147,EQ_0162,2024-02-13,28.54941103518044,2085.1800863531384,929.514622069049
M_00148,EQ_0179,2024-02-13,48.89206468448104,3561.462113827648,721.2693646523903
M_00149,EQ_0199,2024-02-13,70.012020263958,8363.329757245327,757.4294412360957
M_00150,EQ_0247,2024-02-13,49.281183283314846,1611.0075897682727,995.3059632225667
M_00151,EQ_0260,2024-02-13,31.359945933261628,5269.037821717691,737.5959734154073
M_00152,EQ_0146,2024-02-14,38.23875698916217,5676.023461962369,708.8673043049472
M_00153,EQ_0152,2024-02-14,60.64264635068013,8585.617137029647,752.196038404477
M_00154,EQ_0187,2024-02-14,51.11451819439563,2556.6943974750843,946.1028427982334
M_00155,EQ_0225,2024-02-14,66.84892963700992,8001.608152748941,678.468625096265
M_00156,EQ_0234,2024-02-14,31.813132511693155,5350.829440194875,1122.1434444319016
M_00157,EQ_0259,2024-02-15,13.11458752876575,8793.266947862989,882.8031526323496
M_00158,EQ_0031,2024-02-16,40.38732433019729,6860.725073395797,1357.530060250779
M_00159,EQ_0147,2024-02-16,27.574509281185932,2404.3998358059007,582.427392321778
M_00160,EQ_0198,2024-02-16,53.13967382024535,4158.296645361537,711.911285549573
M_00161,EQ_0046,2024-02-17,48.821072352559405,3362.2254507642847,739.5573356006589
M_00162,EQ_0250,2024-02-17,49.37429848768528,5058.877282243552,791.8120805749116
M_00163,EQ_0280,2024-02-17,29.78118754637838,5637.615911561879,1082.5709917259976
M_00164,EQ_0029,2024-02-18,24.815717571744326,7506.965425956178,592.4781128408974
M_00165,EQ_0151,2024-02-18,33.804277209775336,4832.6257675625275,1174.3983783245371
M_00166,EQ_0239,2024-02-18,29.064641436986147,5643.700483659169,687.3995441342438
M_00167,EQ_0050,2024-02-19,37.12338952312507,4454.547135706955,1157.813790078219
M_00168,EQ_0114,2024-02-19,49.67026770010419,5398.9699605997575,1027.516570948787
M_00169,EQ_0171,2024-02-19,48.869688042544475,7545.982024590851,739.090410484051
M_00170,EQ_0191,2024-02-20,42.49539719914945,5300.888475170122,909.3686158256337
M_00171,EQ_0083,2024-02-22,62.47484662418099,7452.05628083768,1303.8555639580795
M_00172,EQ_0102,2024-02-22,29.210691178253626,1658.6300476785484,765.2890184992002
M_00173,EQ_0172,2024-02-22,28.88488144535316,1404.9473318105288,1019.7587517059914
M_00174,EQ_0222,2024-02-22,28.56795276054833,2539.8281116142443,1054.5774608602494
M_00175,EQ_0223,2024-02-22,38.57549340576243,2888.8628510174044,1164.8359967576557
M_00176,EQ_0236,2024-02-22,56.49564953339062,6616.490260122942,796.4637670801891
M_00177,EQ_0249,2024-02-22,25.749865734622094,3785.7504100893552,1029.6485809343233
M_00178,EQ_0034,2024-02-23,32.16706179658115,9502.857948725476,817.2082856830087
M_00179,EQ_0062,2024-02-23,38.14044440258343,9877.234256364713,846.0119136592824
M_00180,EQ_0068,2024-02-23,33.915333340454026,9801.292498743416,705.8877867677504
M_00181,EQ_0188,2024-02-23,63.94894634193351,1253.545516429998,617.843706589343
M_00182,EQ_0246,2024-02-23,55.99646516386174,5307.740795821073,808.3612285905737
M_00183,EQ_0000,2024-02-24,32.409163233612915,2495.2680984995986,570.2249412938309
M_00184,EQ_0086,2024-02-24,45.769924513561755,5598.202268230345,704.8201568390098
M_00185,EQ_0183,2024-02-24,57.00272500317984,4696.936996969545,530.9265146702081
M_00186,EQ_0200,2024-02-24,39.46848605331532,2328.4827712288366,1167.7468782233047
M_00187,EQ_0022,2024-02-25,68.69469673141649,9705.348481233865,1115.1731607551526
M_00188,EQ_0036,2024-02-26,45.660831864849186,3165.639170734215,697.6839900918043
M_00189,EQ_0070,2024-02-26,71.80428875703576,4595.192094040643,841.9291139340652
M_00190,EQ_0123,2024-02-26,68.90611040055967,4298.107178982611,744.5367861777339
M_00191,EQ_0164,2024-02-26,43.0126750433564,5806.392965930915,1192.5749151709422
M_00192,EQ_0275,2024-02-26,45.01677082512742,8507.145657480096,726.6291111958584
M_00193,EQ_0252,2024-02-27,51.155762286473134,9579.129085871564,612.0933810221927
M_00194,EQ_0021,2024-02-28,20.12117672965233,4279.307948250901,657.5735317900389
M_00195,EQ_0060,2024-02-28,23.720898960552713,3637.627640563921,823.4407404642612
M_00196,EQ_0180,2024-02-28,16.930542863446025,2889.456783429534,783.2155924049706
M_00197,EQ_0107,2024-02-29,62.31961336885535,4944.543351270794,839.7776003929662
M_00198,EQ_0118,2024-02-29,31.65861717018699,6804.797363033887,1115.44994943436
M_00199,EQ_0137,2024-03-01,59.163675899842836,2750.950953927424,571.0566123507731
M_00200,EQ_0055,2024-03-02,38.77550536726166,2227.195121861388,857.2042524883628
M_00201,EQ_0178,2024-03-02,39.19893475902538,8463.459926924694,973.5305532612625
M_00202,EQ_0080,2024-03-03,28.57786224984998,2803.6482116513853,959.6661280621508
M_00203,EQ_0269,2024-03-03,33.962220403580794,8513.994459643241,702.4220369847502
M_00204,EQ_0012,2024-03-04,12.221106971280616,4656.554076493608,484.40114158359063
M_00205,EQ_0084,2024-03-04,34.06131198309535,6273.778187176092,800.9028889379383
M_00206,EQ_0138,2024-03-04,59.31985553394549,8147.927936625281,1033.9309870441346
M_00207,EQ_0175,2024-03-04,32.91694734873848,9944.641043197775,1248.6993002327583
M_00208,EQ_0298,2024-03-04,31.36511581119065,4412.819713906819,723.1069331286395
M_00209,EQ_0113,2024-03-05,46.36798321353824,7936.781334048268,742.7199669903453
M_00210,EQ_0040,2024-03-06,65.73955930198304,1213.8697387066914,803.7138282654868
M_00211,EQ_0045,2024-03-06,61.62543975234282,3209.3005064531635,883.5210656370078
M_00212,EQ_0205,2024-03-06,47.352846490997216,5155.884978678678,690.6275918583893
M_00213,EQ_0227,2024-03-06,22.317122107466453,3743.880738907701,1155.1345834772555
M_00214,EQ_0203,2024-03-07,14.63366896872208,6160.890509512105,898.4670643054332
M_00215,EQ_0058,2024-03-08,16.830432502218574,6998.679530462261,630.3195436397523
M_00216,EQ_0134,2024-03-08,67.37636763127998,1924.4250929135399,712.737611258479
M_00217,EQ_0161,2024-03-08,53.76348097378508,8945.190779119532,580.2345333313762
M_00218,EQ_0264,2024-03-08,68.56216067155647,3526.6843649563116,695.2603035932615
M_00219,EQ_0051,2024-03-09,36.04593257661977,5013.243959971429,723.6470531809899
M_00220,EQ_0299,2024-03-10,23.445562144204498,1217.9568037806068,683.9235005064288
M_00221,EQ_0079,2024-03-11,25.171743457872086,6952.9474758804445,892.389012905117
M_00222,EQ_0145,2024-03-11,62.517209096536526,4740.378307041476,1471.9570389374733
M_00223,EQ_0190,2024-03-11,18.660335605297245,4828.823902465931,847.1220708927965
M_00224,EQ_0226,2024-03-11,50.21086092303804,2288.7486884687,745.485791641299
M_00225,EQ_0037,2024-03-12,35.30685391630982,2336.745722247152,1436.483062515173
M_00226,EQ_0154,2024-03-12,38.592503681995474,3552.8768948490456,827.5465715600374
M_00227,EQ_0263,2024-03-12,22.713486268522207,8904.837338020807,625.6298453531567
M_00228,EQ_0006,2024-03-13,36.10271093147841,6534.0995201988935,714.5565285564924
M_00229,EQ_0078,2024-03-13,45.745723679565835,3518.541029198604,778.9751441170098
M_00230,EQ_0165,2024-03-13,26.507729646502778,7331.595617918041,691.571590060799
M_00231,EQ_0276,2024-03-13,62.36098187926233,8428.121138433704,715.2847415967643
M_00232,EQ_0283,2024-03-13,68.95619840665213,5454.799101083723,889.7878000319746
M_00233,EQ_0053,2024-03-14,52.83278428276996,2762.69903359267,604.9467932059014
M_00234,EQ_0115,2024-03-14,18.55498612712912,7758.7137987512515,1030.2603689953376
M_00235,EQ_0201,2024-03-14,26.04555889780682,4982.117286479934,1174.6840095976713
M_00236,EQ_0081,2024-03-15,54.57095863973617,8461.827742691614,698.3337355850075
M_00237,EQ_0155,2024-03-15,30.569840204337538,4707.624181790918,456.27200302118655
M_00238,EQ_0170,2024-03-15,40.077501497241784,7984.988155457366,1515.6245000541537
M_00239,EQ_0009,2024-03-16,35.6431708866547,2046.4917411639703,1274.9937297708125
M_00240,EQ_0231,2024-03-16,64.8672899458008,5007.976250143609,645.4851755584684
M_00241,EQ_0092,2024-03-17,24.56506011540486,8884.785474575394,626.9796743615955
M_00242,EQ_0241,2024-03-17,50.514698400267676,9642.943478447023,905.7793509847886
M_00243,EQ_0270,2024-03-17,12.316866879624236,2561.166466709433,1494.8002602536342
M_00244,EQ_0274,2024-03-17,42.87102433206602,4069.2382585846713,673.6224127616008
M_00245,EQ_0124,2024-03-18,24.92821225314447,8209.128028672954,729.0623036816812
M_00246,EQ_0284,2024-03-18,34.41440487244218,4695.287361690267,945.9518796818542
M_00247,EQ_0066,2024-03-19,15.617965093371334,6808.89580593714,506.31431597432726
M_00248,EQ_0142,2024-03-19,64.8657637682555,3896.3345126359736,774.07388300798
M_00249,EQ_0266,2024-03-19,23.38739991079763,9388.18674268786,946.857899583092
M_00250,EQ_0024,2024-03-20,41.15294120734178,8259.863350225984,812.3312248752666
M_00251,EQ_0184,2024-03-20,71.40702993946647,7949.367522462487,728.1279946890868
M_00252,EQ_0177,2024-03-21,49.598117210792715,4975.224292678571,673.1381816444908
M_00253,EQ_0251,2024-03-21,37.55157111392088,1905.051432853223,670.204317070455
M_00254,EQ_0265,2024-03-21,31.48542484648944,8756.83073682728,997.2504742230385
M_00255,EQ_0255,2024-03-22,32.354828567573094,3861.7849822865674,1098.0709125118071
M_00256,EQ_0296,2024-03-22,26.811069517143697,3785.5026107391577,757.1527730007085
M_00257,EQ_0217,2024-03-23,17.245950172123244,5520.59401211697,990.8081634717003
M_00258,EQ_0253,2024-03-23,65.19370786589114,5170.344857744648,875.4520065999077
M_00259,EQ_0287,2024-03-23,55.181811495557696,8885.891379430672,1323.3081551610442
M_00260,EQ_0210,2024-03-24,43.60638855247435,6346.199035229868,831.1218858813072
M_00261,EQ_0216,2024-03-24,17.487888890929778,1145.658458571748,876.0094628463582
M_00262,EQ_0277,2024-03-24,16.890249364510986,3616.224119951148,707.4377546405519
M_00263,EQ_0014,2024-03-26,66.99573892147046,9127.05875017295,724.0470912773023
M_00264,EQ_0018,2024-03-26,38.295308367251195,1853.507488332561,985.3900429988319
M_00265,EQ_0125,2024-03-27,27.788163616773122,2710.8697561953686,575.2293121672769
M_00266,EQ_0023,2024-03-28,52.945649967673205,7343.662594312303,960.6223511814997
M_00267,EQ_0090,2024-03-28,48.26885062904057,8797.394464920317,1071.3018432792521
M_00268,EQ_0194,2024-03-28,70.19463453822907,4536.901145933805,929.9646767906814
M_00269,EQ_0219,2024-03-29,24.817601171989395,9454.705852371693,797.1753115657941
M_00270,EQ_0033,2024-03-31,43.82560673104104,7313.337464146084,817.4055589478105
M_00271,EQ_0228,2024-03-31,34.6596985982906,6076.117309411934,1328.643185401683
M_00272,EQ_0130,2024-04-01,67.50032075079551,1240.260046948817,1149.444841840023
M_00273,EQ_0237,2024-04-01,53.42225926878542,4068.077061640226,504.49497317967536
M_00274,EQ_0085,2024-04-02,36.48615217031725,8199.786850608383,877.9800305943415
M_00275,EQ_0098,2024-04-02,33.14523644807504,5162.9148513214805,932.2186626864907
M_00276,EQ_0069,2024-04-03,23.487922017162447,9151.908635811254,889.1319915321681
M_00277,EQ_0143,2024-04-03,20.840822665147236,7550.890091955289,819.0937930357555
M_00278,EQ_0149,2024-04-03,64.49832287148092,3620.3790183834294,609.7592601005294
M_00279,EQ_0159,2024-04-04,43.83499236764874,7242.464172784708,577.7328876691453
M_00280,EQ_0067,2024-04-05,56.25271308003007,8773.10843570115,1408.2598733294758
M_00281,EQ_0096,2024-04-05,21.323686925437862,4387.802434059899,547.6438749494251
M_00282,EQ_0119,2024-04-05,70.73934293826068,6772.926335890176,875.0904826195447
M_00283,EQ_0157,2024-04-05,65.02284376979522,8894.938542929913,785.6771942555733
M_00284,EQ_0176,2024-04-06,71.28157362730803,3583.222631868085,912.8433848240996
M_00285,EQ_0136,2024-04-07,62.18025682115115,4779.948716633483,632.0433649031596
M_00286,EQ_0212,2024-04-07,40.5344601438362,1242.235334178546,864.6891624355457
M_00287,EQ_0041,2024-04-09,39.72129468347971,4192.294844154913,757.801040150782
M_00288,EQ_0116,2024-04-09,25.122842910527464,9619.125238166633,1040.0705884194388
M_00289,EQ_0133,2024-04-09,55.5792659720251,9464.119930676465,657.2995423940665
M_00290,EQ_0162,2024-04-09,26.47706834399793,6886.921061764042,374.42150818503876
M_00291,EQ_0273,2024-04-09,54.40319968433474,4766.900812214117,840.844687474137
M_00292,EQ_0195,2024-04-10,48.893861728998885,2612.8803146658574,852.8095251403878
M_00293,EQ_0196,2024-04-10,34.27898663172455,1470.371731455613,952.9133561314915
M_00294,EQ_0097,2024-04-11,63.67924766911666,5945.590230683941,663.5563913207228
M_00295,EQ_0117,2024-04-11,64.15547687152451,3780.41963494325,665.7959465943939
M_00296,EQ_0139,2024-04-11,67.9542699257612,5258.748680366074,702.8798458879896
M_00297,EQ_0186,2024-04-11,41.412929547551315,9052.592357541078,982.083205083673
M_00298,EQ_0042,2024-04-12,70.57480129788024,9698.713477516067,767.9679006512489
M_00299,EQ_0193,2024-04-12,52.489500316522864,3545.273411726483,1051.3109483104279
M_00300,EQ_0111,2024-04-13,57.289552373698136,2508.12062571234,738.0759599957698
M_00301,EQ_0148,2024-04-13,51.70477581467681,1426.0411605931329,673.7574517097904
M_00302,EQ_0189,2024-04-13,39.9945606639721,6224.050814863565,664.9104936448766
M_00303,EQ_0258,2024-04-13,12.090819304222089,5823.450757829816,815.8374164476567
M_00304,EQ_0044,2024-04-14,48.98805613684739,2500.9836740118626,678.3479363188354
M_00305,EQ_0071,2024-04-14,71.90397435223957,2032.7560564938335,800.863852587582
M_00306,EQ_0256,2024-04-14,34.63864150730043,5155.69840686557,660.7182097877078
M_00307,EQ_0039,2024-04-15,37.91561659667181,7842.053081277416,665.3093703553242
M_00308,EQ_0174,2024-04-15,65.70130149467522,5561.137128667596,616.9429528750327
M_00309,EQ_0233,2024-04-15,58.571744624727145,3479.6826103239837,611.8266793072728
M_00310,EQ_0267,2024-04-15,71.93633385208379,7017.625061217567,586.6528210600624
M_00311,EQ_0286,2024-04-15,40.28306528142741,5999.567416253258,567.4822515179302
M_00312,EQ_0089,2024-04-16,12.311775209308639,3328.05448743381,727.5810201145832
M_00313,EQ_0282,2024-04-16,63.87535263151799,5410.283564802925,964.2368117587652
M_00314,EQ_0289,2024-04-17,70.20533606639374,4444.589657408448,816.0801923144412
M_00315,EQ_0230,2024-04-18,54.55702573510137,3360.117594807362,1036.6501251219315
M_00316,EQ_0238,2024-04-18,24.88875373154034,8292.82278015701,856.9145525378801
M_00317,EQ_0240,2024-04-18,23.71249785226253,5678.463453522615,693.0010821080971
M_00318,EQ_0254,2024-04-18,67.01404343764472,8967.403923109076,757.4351577533295
M_00319,EQ_0272,2024-04-18,32.095746095124866,5365.987982607245,727.8447793784821
M_00320,EQ_0020,2024-04-19,55.74204114139719,9728.765800120098,535.2021650518521
M_00321,EQ_0185,2024-04-19,64.30315835672795,6076.486352366372,842.979116447245
